query_id,group_id,length,family,true_reference,true_available,alternate_reference,alternate_reference_is_exact_max,exact_absent_max_ids,exact_absent_max_n,score_near_absent_max_ids,score_near_absent_max_n,true_score,absent_max_score,true_margin,absent_margin,true_minus_absent_max,true_vs_absent_max_score_near,present_outcome,accepted_present,accepted_absent,absent_false_accept,unavailable_pair_n,pair_n_all_12_equal,any_all_12_equal,all_all_12_equal,pair_n_only_cost_timing_differ,any_only_cost_timing_differ,all_only_cost_timing_differ,pair_n_other_differences,any_other_differences,all_other_differences,pair_n_unavailable,any_unavailable,all_unavailable,any_ten_equal,all_ten_equal
e11_query_b_substitute,e11,10,substitute,e11_reference_b,True,e11_reference_a,False,"[""e11_distractor_1""]",1,"[""e11_distractor_1""]",1,1.822220913072008,-2.512114006368706,-1.8041922071645526,-6.138527126605267,4.334334919440714,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e11_query_b_timing,e11,10,timing,e11_reference_b,True,e11_reference_a,False,"[""e11_distractor_1""]",1,"[""e11_distractor_1""]",1,4.337912866575652,-0.7036068006416025,0.7114997463390917,-4.330019920878163,5.041519667217255,False,true_singleton,"[""e11_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e11_query_b_transpose,e11,10,transpose,e11_reference_b,True,e11_reference_a,False,"[""e11_distractor_1""]",1,"[""e11_distractor_1""]",1,4.337957176912879,-0.7036068006416025,0.7115440566763187,-4.330019920878163,5.041563977554482,False,true_singleton,"[""e11_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e11_query_b_weak_present,e11,10,weak_present,e11_reference_b,True,e11_reference_a,False,"[""e11_distractor_1""]",1,"[""e11_distractor_1""]",1,3.3381163838878054,-1.1479032397262676,-0.2882967363487552,-4.774316359962828,4.486019623614073,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_delete_closed,e12,4,delete_closed,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_0"",""e12_distractor_5""]",2,"[""e12_distractor_0"",""e12_distractor_5""]",2,3.500269951299029,-1.3201348654546807,-0.1261431689375314,-4.946547985691241,4.82040481675371,False,none,[],[],False,0,0,False,False,0,False,False,2,True,True,0,False,False,False,False
e12_query_a_delete_detune,e12,4,delete_detune,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_0""]",1,"[""e12_distractor_0"",""e12_distractor_5""]",2,-1.3197732360512875,-1.3200138324139123,-4.946186356287848,-4.946426952650473,0.0002405963626248564,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_delete_insert,e12,4,delete_insert,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_5""]",1,"[""e12_distractor_5""]",1,-0.2654208755846863,-1.2226475302638837,-3.891833995821247,-4.849060650500444,0.9572266546791974,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_delete_rest,e12,4,delete_rest,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_0""]",1,"[""e12_distractor_0"",""e12_distractor_5""]",2,3.500425487205315,-1.3203759460547504,-0.1259876330312455,-4.946789066291311,4.8208014332600655,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_delete_timing,e12,4,delete_timing,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_0""]",1,"[""e12_distractor_0"",""e12_distractor_5""]",2,3.5003943800119517,-1.3204459372268387,-0.1260187402246089,-4.946859057463399,4.82084031723879,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_delete_transpose,e12,4,delete_transpose,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_0""]",1,"[""e12_distractor_0"",""e12_distractor_5""]",2,3.500425487205315,-1.3203760461644336,-0.1259876330312455,-4.946789166400994,4.820801533369749,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_delete_two,e12,4,delete_two,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_0"",""e12_distractor_1"",""e12_distractor_4"",""e12_distractor_5""]",4,"[""e12_distractor_0"",""e12_distractor_1"",""e12_distractor_4"",""e12_distractor_5""]",4,1.0292247145785138,1.0292247145785138,-2.5971884056580468,-2.5971884056580468,0.0,True,none,[],[],False,0,4,True,True,0,False,False,0,False,False,0,False,False,True,True
e12_query_a_detune,e12,4,detune,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_2""]",1,"[""e12_distractor_2""]",1,2.3935278298052394,-5.085619599186495,-1.2328852904313212,-8.712032719423057,7.479147428991735,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_exact,e12,4,exact,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_2""]",1,"[""e12_distractor_2""]",1,6.0087259840931635,-0.2654208755846863,2.382312863856603,-3.891833995821247,6.27414685967785,False,true_singleton,"[""e12_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_insert,e12,4,insert,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_2""]",1,"[""e12_distractor_2""]",1,2.9900383294495674,-2.601282999493752,-0.6363747907869932,-6.227696119730313,5.5913213289433195,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_legitimate_rest,e12,4,legitimate_rest,e12_reference_a,True,e12_reference_b,True,"[""e12_reference_b""]",1,"[""e12_reference_b""]",1,6.0085967453421505,-0.2654934588358966,2.38218362510559,-3.891906579072457,6.274090204178047,False,true_singleton,"[""e12_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_mask_absent,e12,4,mask_absent,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_0""]",1,"[""e12_distractor_0"",""e12_distractor_5""]",2,2.8750036763380082,-1.9457977565768516,-0.7514094438985524,-5.572210876813412,4.82080143291486,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_mask_present,e12,4,mask_present,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_0""]",1,"[""e12_distractor_0"",""e12_distractor_5""]",2,2.8750036763380082,-1.9457977565768516,-0.7514094438985524,-5.572210876813412,4.82080143291486,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_merged,e12,4,merged,e12_reference_a,True,e12_reference_b,True,"[""e12_reference_b"",""e12_distractor_0"",""e12_distractor_2"",""e12_distractor_3"",""e12_distractor_4""]",5,"[""e12_reference_b"",""e12_distractor_0"",""e12_distractor_2"",""e12_distractor_3"",""e12_distractor_4""]",5,0.19532896675543743,0.19532896675543743,-3.431084153481123,-3.431084153481123,0.0,True,none,[],[],False,0,5,True,True,0,False,False,0,False,False,0,False,False,True,True
e12_query_a_substitute,e12,4,substitute,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_1""]",1,"[""e12_distractor_1""]",1,-0.2654208755846863,-5.085981032167785,-3.891833995821247,-8.712394152404347,4.820560156583099,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_timing,e12,4,timing,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_2""]",1,"[""e12_distractor_2""]",1,6.008649825583331,-0.2654753132200156,2.38223670534677,-3.891888433456576,6.274125138803346,False,true_singleton,"[""e12_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_transpose,e12,4,transpose,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_2""]",1,"[""e12_distractor_2""]",1,6.0087259840931635,-0.2654208755846863,2.382312863856603,-3.891833995821247,6.27414685967785,False,true_singleton,"[""e12_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_a_weak_present,e12,4,weak_present,e12_reference_a,True,e12_reference_b,False,"[""e12_distractor_0""]",1,"[""e12_distractor_0"",""e12_distractor_5""]",2,3.500425487205315,-1.3203759460547504,-0.1259876330312455,-4.946789066291311,4.8208014332600655,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_b_delete_closed,e12,4,delete_closed,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_3""]",1,"[""e12_distractor_3""]",1,3.500269951299029,3.500269951360834,-0.1261431689375314,-0.12614316887572663,-6.180478351325291e-11,True,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e12_query_b_delete_detune,e12,4,delete_detune,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_4""]",1,"[""e12_distractor_4""]",1,-1.3197732360512875,-1.3200138323276107,-4.946186356287848,-4.946426952564171,0.0002405962763232239,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_b_delete_insert,e12,4,delete_insert,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_3""]",1,"[""e12_distractor_3""]",1,-0.2654208755846863,-0.26591859042061117,-3.891833995821247,-3.8923317106571718,0.0004977148359248673,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e12_query_b_delete_rest,e12,4,delete_rest,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_3""]",1,"[""e12_distractor_3""]",1,3.500425487205315,3.499927772369392,-0.1259876330312455,-0.12648534786716858,0.000497714835923091,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e12_query_b_delete_timing,e12,4,delete_timing,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_3""]",1,"[""e12_distractor_3""]",1,3.5003943800119517,3.499834450803797,-0.1260187402246089,-0.12657866943276375,0.0005599292081548413,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e12_query_b_delete_transpose,e12,4,delete_transpose,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_3""]",1,"[""e12_distractor_3""]",1,3.500425487205315,3.499927772369392,-0.1259876330312455,-0.12648534786716858,0.000497714835923091,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e12_query_b_delete_two,e12,4,delete_two,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_6""]",1,"[""e12_distractor_6""]",1,1.0292247145785138,3.131516317797421,-2.5971884056580468,-0.4948968024391398,-2.102291603218907,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_b_detune,e12,4,detune,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_1""]",1,"[""e12_distractor_1""]",1,2.3935278298052394,-1.2239523520640683,-1.2328852904313212,-4.850365472300629,3.6174801818693076,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_b_exact,e12,4,exact,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_4""]",1,"[""e12_distractor_4""]",1,6.0087259840931635,-0.2654208755846863,2.382312863856603,-3.891833995821247,6.27414685967785,False,true_singleton,"[""e12_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_b_insert,e12,4,insert,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_2""]",1,"[""e12_distractor_2""]",1,2.9900383294495674,-0.6263184978851255,-0.6363747907869932,-4.252731618121686,3.616356827334693,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_b_legitimate_rest,e12,4,legitimate_rest,e12_reference_b,True,e12_reference_a,True,"[""e12_reference_a""]",1,"[""e12_reference_a""]",1,6.0085967453421505,-0.2654934588358966,2.38218362510559,-3.891906579072457,6.274090204178047,False,true_singleton,"[""e12_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_b_mask_absent,e12,4,mask_absent,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_3""]",1,"[""e12_distractor_3""]",1,2.8750036763380082,2.8745059615020834,-0.7514094438985524,-0.7519071587344772,0.0004977148359248673,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e12_query_b_mask_present,e12,4,mask_present,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_3""]",1,"[""e12_distractor_3""]",1,2.8750036763380082,2.8745059615020834,-0.7514094438985524,-0.7519071587344772,0.0004977148359248673,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e12_query_b_merged,e12,4,merged,e12_reference_b,True,e12_reference_a,True,"[""e12_reference_a"",""e12_distractor_2"",""e12_distractor_3""]",3,"[""e12_reference_a"",""e12_distractor_2"",""e12_distractor_3""]",3,0.19532896675543743,0.19532896675543743,-3.431084153481123,-3.431084153481123,0.0,True,none,[],[],False,0,3,True,True,0,False,False,0,False,False,0,False,False,True,True
e12_query_b_substitute,e12,4,substitute,e12_reference_b,True,e12_reference_a,True,"[""e12_reference_a""]",1,"[""e12_reference_a""]",1,-0.2654208755846863,-0.2655764114600716,-3.891833995821247,-3.891989531696632,0.00015553587538530422,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e12_query_b_timing,e12,4,timing,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_4""]",1,"[""e12_distractor_4""]",1,6.008649825583331,-0.2654753132200156,2.38223670534677,-3.891888433456576,6.274125138803346,False,true_singleton,"[""e12_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_b_transpose,e12,4,transpose,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_4""]",1,"[""e12_distractor_4""]",1,6.0087259840931635,-0.2654208755846863,2.382312863856603,-3.891833995821247,6.27414685967785,False,true_singleton,"[""e12_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e12_query_b_weak_present,e12,4,weak_present,e12_reference_b,True,e12_reference_a,False,"[""e12_distractor_3""]",1,"[""e12_distractor_3""]",1,3.500425487205315,3.499927772369392,-0.1259876330312455,-0.12648534786716858,0.000497714835923091,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e13_query_a_delete_closed,e13,6,delete_closed,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_3""]",1,"[""e13_distractor_3""]",1,3.6264130803819308,-1.045088575215238,-3.9854629818592e-08,-4.6715016954517985,4.671501655597169,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_delete_detune,e13,6,delete_detune,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_3""]",1,"[""e13_distractor_3""]",1,0.7344944227034693,-1.0452385425504866,-2.8919186975330913,-4.671651662787047,1.779732965253956,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_delete_insert,e13,6,delete_insert,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0"",""e13_distractor_3""]",2,1.107554582645995,-3.1092564775678833,-2.5188585375905657,-6.735669597804444,4.216811060213878,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_delete_rest,e13,6,delete_rest,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0"",""e13_distractor_3""]",2,3.6266266302486665,-1.0452385424852908,0.0002135100121058997,-4.671651662721851,4.671865172733957,False,true_singleton,"[""e13_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_delete_timing,e13,6,delete_timing,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_3""]",1,"[""e13_distractor_3""]",1,3.626547318591059,-1.0452385425504866,0.00013419835449823836,-4.671651662787047,4.6717858611415455,False,true_singleton,"[""e13_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_delete_transpose,e13,6,delete_transpose,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0""]",1,3.6266266302486665,-1.045235035367429,0.0002135100121058997,-4.6716481556039895,4.671861665616095,False,true_singleton,"[""e13_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_delete_two,e13,6,delete_two,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_3""]",1,"[""e13_distractor_3""]",1,1.9737176717345717,-3.421494090985257,-1.652695448501989,-7.047907211221817,5.395211762719828,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_detune,e13,6,detune,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_3""]",1,"[""e13_distractor_3""]",1,2.8855975231588635,1.1069200886193036,-0.7408155970776971,-2.519493031617257,1.77867743453956,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_exact,e13,6,exact,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0""]",1,5.295729510613376,1.1072373356917415,1.6693163903768156,-2.519175784544819,4.188492174921635,False,true_singleton,"[""e13_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_insert,e13,6,insert,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0""]",1,3.1343108521243535,-0.7289997109436497,-0.49210226811220714,-4.35541283118021,3.863310563068003,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_legitimate_rest,e13,6,legitimate_rest,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0""]",1,5.29560055146426,1.1072472497482169,1.6691874312276997,-2.5191658704883437,4.1883533017160435,False,true_singleton,"[""e13_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_mask_absent,e13,6,mask_absent,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0"",""e13_distractor_3""]",2,3.2096787563371274,-1.46218641639683,-0.4167343638994332,-5.0885995366333905,4.671865172733957,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_mask_present,e13,6,mask_present,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0"",""e13_distractor_3""]",2,3.2096787563371274,-1.46218641639683,-0.4167343638994332,-5.0885995366333905,4.671865172733957,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_merged,e13,6,merged,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0""]",1,1.473380223040727,1.4730302094796555,-2.1530328971958337,-2.153382910756905,0.00035001356107144943,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e13_query_a_substitute,e13,6,substitute,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0"",""e13_distractor_3""]",2,1.107554582645995,-3.1092564775678833,-2.5188585375905657,-6.735669597804444,4.216811060213878,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_timing,e13,6,timing,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0""]",1,5.29565566005133,1.1071580240341339,1.6692425398147694,-2.5192550962024267,4.188497636017196,False,true_singleton,"[""e13_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_transpose,e13,6,transpose,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0""]",1,5.295729510613376,1.107239318459782,1.6693163903768156,-2.5191738017767786,4.188490192153594,False,true_singleton,"[""e13_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_a_weak_present,e13,6,weak_present,e13_reference_a,True,e13_reference_b,False,"[""e13_distractor_0""]",1,"[""e13_distractor_0"",""e13_distractor_3""]",2,3.6266266302486665,-1.0452385424852908,0.0002135100121058997,-4.671651662721851,4.671865172733957,False,true_singleton,"[""e13_reference_a""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_delete_closed,e13,6,delete_closed,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,3.626413120328176,-2.159241712629881,9.161560399206792e-11,-5.785654832866442,5.785654832958057,False,true_singleton,"[""e13_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_delete_detune,e13,6,delete_detune,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,0.7344943893884723,-2.158796473083213,-2.8919187308480883,-5.785209593319774,2.8932908624716855,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_delete_insert,e13,6,delete_insert,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,1.107554582645995,-4.6781002503120614,-2.5188585375905657,-8.304513370548623,5.785654832958056,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_delete_rest,e13,6,delete_rest,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,3.6266266302486665,-2.1590282027093908,0.0002135100121058997,-5.785441322945951,5.785654832958057,False,true_singleton,"[""e13_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_delete_timing,e13,6,delete_timing,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,3.626547318472876,-2.1591075144851812,0.00013419823631544148,-5.785520634721742,5.785654832958057,False,true_singleton,"[""e13_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_delete_transpose,e13,6,delete_transpose,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,3.6266266302486665,-2.1590282159690917,0.0002135100121058997,-5.785441336205652,5.785654846217758,False,true_singleton,"[""e13_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_delete_two,e13,6,delete_two,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_6""]",1,"[""e13_distractor_6""]",1,1.9737176717345717,-2.1289969069925156,-1.652695448501989,-5.755410027229076,4.102714578727087,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_detune,e13,6,detune,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,2.8855974919111427,0.47437874691791837,-0.7408156283254179,-3.1520343733186422,2.4112187449932243,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_exact,e13,6,exact,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,5.295729510613376,0.47416139668495916,1.6693163903768156,-3.1522517235516014,4.821568113928417,False,true_singleton,"[""e13_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_insert,e13,6,insert,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,3.1343108521243535,-1.6870951876926048,-0.49210226811220714,-5.313508307929165,4.821406039816958,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_legitimate_rest,e13,6,legitimate_rest,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,5.295600551314442,0.4740324373860263,1.6691874310778818,-3.1523806828505343,4.821568113928416,False,true_singleton,"[""e13_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_mask_absent,e13,6,mask_absent,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,3.2096787563371274,-2.575976076620928,-0.4167343638994332,-6.202389196857489,5.7856548329580555,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_mask_present,e13,6,mask_present,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,3.2096787563371274,-2.575976076620928,-0.4167343638994332,-6.202389196857489,5.7856548329580555,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_merged,e13,6,merged,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_5""]",1,"[""e13_distractor_5""]",1,0.7344924024222985,-4.661103984803659,-2.891920717814262,-8.28751710504022,5.395596387225957,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_substitute,e13,6,substitute,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_7""]",1,"[""e13_distractor_7""]",1,1.107554582645995,-4.319648486953336,-2.5188585375905657,-7.946061607189897,5.427203069599331,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_timing,e13,6,timing,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,5.295655659941285,0.47408754601286773,1.6692425397047241,-3.152325574223693,4.821568113928417,False,true_singleton,"[""e13_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_transpose,e13,6,transpose,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,5.295729510613376,0.4741613842480552,1.6693163903768156,-3.1522517359885054,4.821568126365321,False,true_singleton,"[""e13_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e13_query_b_weak_present,e13,6,weak_present,e13_reference_b,True,e13_reference_a,False,"[""e13_distractor_1""]",1,"[""e13_distractor_1""]",1,3.6266266302486665,-2.1590282027093908,0.0002135100121058997,-5.785441322945951,5.785654832958057,False,true_singleton,"[""e13_reference_b""]",[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e14_query_a_delete_closed,e14,8,delete_closed,e14_reference_a,True,e14_reference_b,False,"[""e14_distractor_0""]",1,"[""e14_distractor_0""]",1,3.5123617461897636,3.5123612602569247,-0.114051374046797,-0.11405185997963585,4.85932838856229e-07,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e14_query_a_delete_detune,e14,8,delete_detune,e14_reference_a,True,e14_reference_b,False,"[""e14_distractor_0""]",1,"[""e14_distractor_0""]",1,1.4467923267883753,1.4465590723971564,-2.1796207934481853,-2.179854047839404,0.00023325439121890668,False,none,[],[],False,0,0,False,False,0,False,False,1,True,True,0,False,False,False,False
e14_query_a_delete_insert,e14,8,delete_insert,e14_reference_a,True,e14_reference_b,False,"[""e14_distractor_0""]",1,"[""e14_distractor_0""]",1,1.6198753215772124,1.6196420673488001,-2.0065377986593482,-2.0067710528877605,0.00023325422841224963,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e14_query_a_delete_rest,e14,8,delete_rest,e14_reference_a,True,e14_reference_b,False,"[""e14_distractor_0""]",1,"[""e14_distractor_0""]",1,3.5126056913275674,3.512372437099155,-0.1138074289089932,-0.11404068313740545,0.00023325422841224963,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
e14_query_a_delete_timing,e14,8,delete_timing,e14_reference_a,True,e14_reference_b,False,"[""e14_distractor_0""]",1,"[""e14_distractor_0""]",1,3.51254737773223,3.5123141235038178,-0.11386574250433057,-0.11409899673274282,0.00023325422841224963,False,none,[],[],False,0,0,False,False,1,True,True,0,False,False,0,False,False,True,True
