query_id,reference_id,path_index,used_for_support,role,matched_pairs,missing_reference,inserted_query,cost,global_pitch_shift,timing_scale,timing_offset_s,pitch_residuals,timing_residuals_s,matched_reference_pitch_intervals,matched_reference_onset_intervals_s,matched_query_pitch_intervals,matched_query_onset_intervals_s,mean_pitch_loss,mean_timing_loss,acoustic_signature_sha256
e16_query_a_merged,e16_distractor_3,1,False,maximum_candidate,"[[1,0],[2,2]]","[0,3]",[],0.4624878406524658,1.5000381469726562,2.9819281207389183,-0.7546146001035907,"[0.4999513626098633,-0.4999513626098633]","[0.0,0.0]",[1.9999895095825195],[0.16599997878074646],[1.000086784362793],[0.4950000047683716],0.22497568130493165,0.0,64f6a37d22d977f49ab1a3b73afcf1175d754b21723622058fe7cb88b441dc5f
e16_query_a_merged,e16_distractor_5,0,True,maximum_candidate,"[[0,0],[1,2]]","[2,3]",[],0.35,0.0,3.0000001806201446,-0.2680000308788202,"[0.0,0.0]","[0.0,0.0]",[1.000086784362793],[0.16499999165534973],[1.000086784362793],[0.4950000047683716],0.0,0.0,96b33d4497cd67bb2ce3fb588bc4a66fbd33f8a04ee96258bf5c985bc8d1a55a
e16_query_a_merged,e16_distractor_5,1,False,maximum_candidate,"[[1,0],[2,2]]","[0,3]",[],0.46247508525848385,-1.4999871253967285,3.0000001806201446,-0.7630000356471918,"[0.49990034103393555,-0.49990034103393555]","[0.0,0.0]",[1.999887466430664],[0.16499999165534973],[1.000086784362793],[0.4950000047683716],0.22495017051696778,0.0,6d1150e82372fa5fbc1bf61489164e702145e97a9bf11e79f74d4a8c7adf0cf4
e16_query_a_merged,e16_reference_a,0,True,true_source,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[1.000086784362793],[0.4950000047683716],[1.000086784362793],[0.4950000047683716],0.0,0.0,afa6f5dedce4572cec2eb6aaa22a0f950ebd66dd92628f76fa16ee1a5989c6ec
e16_query_a_merged,e16_reference_b,0,True,maximum_candidate,"[[2,0],[3,2]]","[0,1]",[],0.35,0.0,2.9999996387597756,-1.2579997889923593,"[0.0,0.0]","[0.0,0.0]",[1.000086784362793],[0.16500002145767212],[1.000086784362793],[0.4950000047683716],0.0,0.0,0e2ab368330e339d0fa62d748a3a0a810c15a122e943bc534749ea810d418a9a
e16_query_a_merged,e16_reference_b,1,False,maximum_candidate,"[[0,0],[2,2]]","[1,3]",[],0.4624878406524658,1.5000381469726562,1.4954683585983057,-0.06489729031672545,"[0.4999513626098633,-0.4999513626098633]","[-2.7755575615628914e-17,2.7755575615628914e-17]",[1.9999895095825195],[0.3309999853372574],[1.000086784362793],[0.4950000047683716],0.22497568130493165,0.0,365d2f891e9d5db0a098871ab64e68fead5e342722ebdad0de7937e2aa656fe0
e16_query_b_delete_two,e16_distractor_0,0,True,maximum_candidate,"[[1,0],[2,1]]","[0,3]",[],0.35,0.0,1.0000000897660428,-0.16500003330679242,"[0.0,0.0]","[0.0,0.0]",[4.999963760375977],[0.16599997878074646],[4.999963760375977],[0.16599999368190765],0.0,0.0,516e78952674a26eab0b9d5005eab7fbcca835e42e8c2dfb08641231b2ad89e5
e16_query_b_delete_two,e16_distractor_2,0,True,maximum_candidate,"[[1,0],[3,1]]","[0,2]",[],0.35,0.0,0.5015105545689976,-0.016450147896050427,"[0.0,0.0]","[0.0,0.0]",[4.999963760375977],[0.3310000002384186],[4.999963760375977],[0.16599999368190765],0.0,0.0,c48a0caaf1b744467da09ce8f8addc7ad78d3e261ff17c972ab549f92dccfe37
e16_query_b_delete_two,e16_reference_a,0,True,maximum_candidate,"[[1,0],[2,1]]","[0,3]",[],0.35,0.0,1.0000000897660428,-0.16500003330679242,"[0.0,0.0]","[0.0,0.0]",[4.999963760375977],[0.16599997878074646],[4.999963760375977],[0.16599999368190765],0.0,0.0,0d465b89831a805445b14542fd4fb266d5be3c2049a652d6db16d3f9367c56c3
e16_query_b_delete_two,e16_reference_b,0,True,true_source,"[[0,0],[1,1]]","[2,3]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[4.999963760375977],[0.16599999368190765],[4.999963760375977],[0.16599999368190765],0.0,0.0,eb416ad5c0dd6364179f1a7dd70b209328cf880679c9f40a8e0e02f5e7ba0bb7
e16_query_b_merged,e16_distractor_2,0,True,maximum_candidate,"[[2,0],[3,2]]","[0,1]",[],0.35,-1.9999384880065918,3.006060256314389,-1.2618119174833398,"[-5.1021575927734375e-05,5.1021575927734375e-05]","[0.0,-2.220446049250313e-16]",[2.999974250793457],[0.16500002145767212],[3.0000762939453125],[0.4960000067949295],0.0,0.0,e40ffd2d48f5d8fce1a5a62839830e1592609a63e221ae4f745ca07ef6899dca
e16_query_b_merged,e16_distractor_2,1,False,maximum_candidate,"[[1,0],[2,2]]","[0,3]",[],0.4625108480453491,0.5000433921813965,2.9879522301026835,-0.7574097867679472,"[-0.5000433921813965,0.5000433921813965]","[0.0,0.0]",[1.9999895095825195],[0.16599997878074646],[3.0000762939453125],[0.4960000067949295],0.22502169609069825,0.0,18a9a6588e44936a2ecb07738da16310084d34f931d00e89d2bf479a867f2c72
e16_query_b_merged,e16_distractor_2,2,False,maximum_candidate,"[[0,0],[3,2]]","[1,2]",[],0.462523603439331,-2.4999818801879883,1.0020202060947976,-0.001270709650003976,"[-0.5000944137573242,0.5000944137573242]","[0.0,0.0]",[1.999887466430664],[0.4950000047683716],[3.0000762939453125],[0.4960000067949295],0.22504720687866211,0.0,4a70bc8f131cce7e3026861a1b0bbc48b8fbf3b011ded018fe189eec55c49ec0
e16_query_b_merged,e16_distractor_3,0,True,maximum_candidate,"[[1,0],[3,2]]","[0,2]",[],0.35,0.0,1.4984894454310023,-0.31354986521697137,"[0.0,0.0]","[0.0,0.0]",[3.0000762939453125],[0.3310000002384186],[3.0000762939453125],[0.4960000067949295],0.0,0.0,24a104fe0fd613c667515cccaf4cb1f0799442e277260365697c66e43f38c868
e16_query_b_merged,e16_distractor_3,1,False,maximum_candidate,"[[1,0],[2,2]]","[0,3]",[],0.4625108480453491,0.5000433921813965,2.9879522301026835,-0.7574097867679472,"[-0.5000433921813965,0.5000433921813965]","[0.0,0.0]",[1.9999895095825195],[0.16599997878074646],[3.0000762939453125],[0.4960000067949295],0.22502169609069825,0.0,0172498ba1291e7a69632f59a51d928fe980d7bfb2d9b6c87aebdfec993078cc
e16_query_b_merged,e16_distractor_5,0,True,maximum_candidate,"[[0,0],[2,2]]","[1,3]",[],0.35,-1.9999384880065918,1.5030303996347139,-0.0684060772566547,"[-5.1021575927734375e-05,5.1021575927734375e-05]","[1.3877787807814457e-17,-1.3877787807814457e-17]",[2.999974250793457],[0.32999998331069946],[3.0000762939453125],[0.4960000067949295],0.0,0.0,e214072576f58ef73c379f57186d05aa6fef85dee3eac25a7d4012b65197a3b9
e16_query_b_merged,e16_distractor_5,1,False,maximum_candidate,"[[1,0],[2,2]]","[0,3]",[],0.462523603439331,-2.4999818801879883,3.0060607992694277,-0.7658121626195411,"[-0.5000944137573242,0.5000944137573242]","[0.0,0.0]",[1.999887466430664],[0.16499999165534973],[3.0000762939453125],[0.4960000067949295],0.22504720687866211,0.0,9d066b6473200a505f407d015a0b851e0c26160744c7c8d8a08b2e7863466158
e16_query_b_merged,e16_reference_a,0,True,maximum_candidate,"[[1,0],[3,2]]","[0,2]",[],0.35,0.0,1.4984894454310023,-0.31354986521697137,"[0.0,0.0]","[0.0,0.0]",[3.0000762939453125],[0.3310000002384186],[3.0000762939453125],[0.4960000067949295],0.0,0.0,09d037613751fb5b562385174da7a7bee9a54537a334fa7a1453f3f7d16ab56d
e16_query_b_merged,e16_reference_a,1,False,maximum_candidate,"[[0,0],[2,2]]","[1,3]",[],0.35,-1.9999384880065918,1.5030303996347139,-0.0684060772566547,"[-5.1021575927734375e-05,5.1021575927734375e-05]","[1.3877787807814457e-17,-1.3877787807814457e-17]",[2.999974250793457],[0.32999998331069946],[3.0000762939453125],[0.4960000067949295],0.0,0.0,0aed0bac06e50b273bf47078854a3e5cbdb811ec018a8d3432eff6f48eb22560
e16_query_b_merged,e16_reference_b,0,True,true_source,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[3.0000762939453125],[0.4960000067949295],[3.0000762939453125],[0.4960000067949295],0.0,0.0,5966079f0048f1078017fbc4db5830c9be92ab13b96ad1a9a1c81cd4bf5b39e2
e16_query_b_merged,e16_reference_b,1,False,true_source,"[[0,0],[2,2]]","[1,3]",[],0.4625108480453491,0.5000433921813965,1.498489512890923,-0.06629910586816314,"[-0.5000433921813965,0.5000433921813965]","[-1.3877787807814457e-17,1.3877787807814457e-17]",[1.9999895095825195],[0.3309999853372574],[3.0000762939453125],[0.4960000067949295],0.22502169609069825,0.0,f34b51b1ce0dbc5d55bfb34b10b6606d22e9eaf5955e729030869f9befc7c009
e20_query_a_delete_two,e20_distractor_0,0,True,maximum_candidate,"[[0,0],[3,1]]","[1,2]",[],0.35,0.0,0.3346774020318514,0.08848790640220272,"[0.0,0.0]","[1.3877787807814457e-17,0.0]",[-5.999956130981445],[0.4960000067949295],[-5.999956130981445],[0.16599999368190765],0.0,0.0,81ff278d25a0c8c326ae8ba7bf01b30a661ab538ebe630c57edabd892f7f4753
e20_query_a_delete_two,e20_distractor_4,0,True,maximum_candidate,"[[2,0],[3,1]]","[0,1]",[],0.35,0.0,0.9999999102339734,-0.32999995665019033,"[0.0,0.0]","[-5.551115123125783e-17,0.0]",[-5.999956130981445],[0.16600000858306885],[-5.999956130981445],[0.16599999368190765],0.0,0.0,7f74274e0b5578ff87dcc9319719f1b8500131569c7d785e8d80ee1cdf1ca06a
e20_query_a_delete_two,e20_distractor_5,0,True,maximum_candidate,"[[0,0],[1,1]]","[2,3]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-5.999956130981445],[0.16599999368190765],[-5.999956130981445],[0.16599999368190765],0.0,0.0,9fc98a86bd9637a11b98480a59624612335b0636fa6f74a791615fe349442356
e20_query_a_delete_two,e20_reference_a,0,True,true_source,"[[0,0],[1,1]]","[2,3]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-5.999956130981445],[0.16599999368190765],[-5.999956130981445],[0.16599999368190765],0.0,0.0,17c00402d6f2da89a7f3777a67ab394991a44ad0a6bf1c4c0c8c2942c08843d3
e20_query_a_delete_two,e20_reference_b,0,True,maximum_candidate,"[[0,0],[2,1]]","[1,3]",[],0.35,0.0,0.5015105771463086,0.06629909389321123,"[0.0,0.0]","[-1.3877787807814457e-17,0.0]",[-5.999956130981445],[0.3309999853372574],[-5.999956130981445],[0.16599999368190765],0.0,0.0,960b83452fa6e7316a40c2299972a140188d3dd6bc9491cd4b55b4ff85c79723
e20_query_a_merged,e20_distractor_0,0,True,maximum_candidate,"[[0,0],[1,2]]","[2,3]",[],0.35,0.0,2.98795196188606,-0.2643976135376518,"[0.0,0.0]","[5.551115123125783e-17,0.0]",[-10.00005292892456],[0.16599999368190765],[-10.00005292892456],[0.4960000067949295],0.0,0.0,2b093d30b0473dc7d1c469627d65208ef6149946441063ce797251ce3c5296d0
e20_query_a_merged,e20_distractor_1,0,True,maximum_candidate,"[[2,0],[3,2]]","[0,1]",[],0.35,0.0,2.9879516936694843,-1.2504216314329026,"[0.0,0.0]","[0.0,0.0]",[-10.00005292892456],[0.16600000858306885],[-10.00005292892456],[0.4960000067949295],0.0,0.0,0d70d3a60111971283b002b710f8c36c3149b3279e9a4387d4818492c7761ed2
e20_query_a_merged,e20_distractor_2,0,True,maximum_candidate,"[[1,0],[2,2]]","[0,3]",[],0.35,0.0,2.9879522301026835,-0.7574097867679472,"[0.0,0.0]","[0.0,0.0]",[-10.00005292892456],[0.16599997878074646],[-10.00005292892456],[0.4960000067949295],0.0,0.0,84c6644ad03296682be3aa6661cf8ec10306059fd4365ce347bcd0919a198dda
e20_query_a_merged,e20_distractor_5,0,True,maximum_candidate,"[[0,0],[2,2]]","[1,3]",[],0.35,0.0,1.498489512890923,-0.06629910586816314,"[0.0,0.0]","[-1.3877787807814457e-17,1.3877787807814457e-17]",[-10.00005292892456],[0.3309999853372574],[-10.00005292892456],[0.4960000067949295],0.0,0.0,ca84778523ca0b0bae0b4a406c0582c44c865a21909a68a6ad735d10311eca7c
e20_query_a_merged,e20_reference_a,0,True,true_source,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-10.00005292892456],[0.4960000067949295],[-10.00005292892456],[0.4960000067949295],0.0,0.0,8516675e46eb9ca232bed11c98d0f0688cbc9562b197e37fd1b19a1d4fb9eb6b
e20_query_a_merged,e20_reference_b,0,True,maximum_candidate,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-10.00005292892456],[0.4960000067949295],[-10.00005292892456],[0.4960000067949295],0.0,0.0,8a3c2d0b581743fb1dd3a45d8ef39611223e79b3ed9b7ad793bd6db64065d4f7
e20_query_b_delete_two,e20_distractor_0,0,True,maximum_candidate,"[[0,0],[2,1]]","[1,3]",[],0.35,0.0,0.5015105771463086,0.06629909389321123,"[0.0,0.0]","[-1.3877787807814457e-17,0.0]",[-1.9999885559082031],[0.3309999853372574],[-1.9999885559082031],[0.16599999368190765],0.0,0.0,f7062b04e08d9f137dab041a5c6e461e12c55ab292bd1895f3bdce3ecb41e19a
e20_query_b_delete_two,e20_distractor_2,0,True,maximum_candidate,"[[1,0],[3,1]]","[0,2]",[],0.35,0.0,0.5015105545689976,-0.016450147896050427,"[0.0,0.0]","[0.0,0.0]",[-1.9999885559082031],[0.3310000002384186],[-1.9999885559082031],[0.16599999368190765],0.0,0.0,4883d29af64af321fe9070dade47177bc9b54374e997d18921ff67998bfd2350
e20_query_b_delete_two,e20_distractor_3,0,True,maximum_candidate,"[[2,0],[3,1]]","[0,1]",[],0.35,0.0,0.9999999102339734,-0.32999995665019033,"[0.0,0.0]","[-5.551115123125783e-17,0.0]",[-1.9999885559082031],[0.16600000858306885],[-1.9999885559082031],[0.16599999368190765],0.0,0.0,95b10d58ffc39e260e889b11649a08e659f6cf75e03922485b458c4d2d51e021
e20_query_b_delete_two,e20_distractor_5,0,True,maximum_candidate,"[[0,0],[3,1]]","[1,2]",[],0.35,0.0,0.3346774020318514,0.08848790640220272,"[0.0,0.0]","[1.3877787807814457e-17,0.0]",[-1.9999885559082031],[0.4960000067949295],[-1.9999885559082031],[0.16599999368190765],0.0,0.0,e02f03919d3ce17f4eb041f574b51e28b7093b23657591389362152166851f21
e20_query_b_delete_two,e20_reference_a,0,True,maximum_candidate,"[[0,0],[2,1]]","[1,3]",[],0.35,0.0,0.5015105771463086,0.06629909389321123,"[0.0,0.0]","[-1.3877787807814457e-17,0.0]",[-1.9999885559082031],[0.3309999853372574],[-1.9999885559082031],[0.16599999368190765],0.0,0.0,ccc79a2924d89625d7dddf7b3614bf99195cbb11388df6d6a095848750d25797
e20_query_b_delete_two,e20_reference_b,0,True,true_source,"[[0,0],[1,1]]","[2,3]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-1.9999885559082031],[0.16599999368190765],[-1.9999885559082031],[0.16599999368190765],0.0,0.0,b684f004bed85b4e5f6354b1929eea15c98177e2d49765ba6d48b89a04720583
e20_query_b_merged,e20_distractor_0,0,True,maximum_candidate,"[[0,0],[1,2]]","[2,3]",[],0.35,0.0,2.98795196188606,-0.2643976135376518,"[0.0,0.0]","[5.551115123125783e-17,0.0]",[-10.00005292892456],[0.16599999368190765],[-10.00005292892456],[0.4960000067949295],0.0,0.0,2b093d30b0473dc7d1c469627d65208ef6149946441063ce797251ce3c5296d0
e20_query_b_merged,e20_distractor_1,0,True,maximum_candidate,"[[2,0],[3,2]]","[0,1]",[],0.35,0.0,2.9879516936694843,-1.2504216314329026,"[0.0,0.0]","[0.0,0.0]",[-10.00005292892456],[0.16600000858306885],[-10.00005292892456],[0.4960000067949295],0.0,0.0,0d70d3a60111971283b002b710f8c36c3149b3279e9a4387d4818492c7761ed2
e20_query_b_merged,e20_distractor_2,0,True,maximum_candidate,"[[1,0],[2,2]]","[0,3]",[],0.35,0.0,2.9879522301026835,-0.7574097867679472,"[0.0,0.0]","[0.0,0.0]",[-10.00005292892456],[0.16599997878074646],[-10.00005292892456],[0.4960000067949295],0.0,0.0,84c6644ad03296682be3aa6661cf8ec10306059fd4365ce347bcd0919a198dda
e20_query_b_merged,e20_distractor_5,0,True,maximum_candidate,"[[0,0],[2,2]]","[1,3]",[],0.35,0.0,1.498489512890923,-0.06629910586816314,"[0.0,0.0]","[-1.3877787807814457e-17,1.3877787807814457e-17]",[-10.00005292892456],[0.3309999853372574],[-10.00005292892456],[0.4960000067949295],0.0,0.0,ca84778523ca0b0bae0b4a406c0582c44c865a21909a68a6ad735d10311eca7c
e20_query_b_merged,e20_reference_a,0,True,maximum_candidate,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-10.00005292892456],[0.4960000067949295],[-10.00005292892456],[0.4960000067949295],0.0,0.0,8516675e46eb9ca232bed11c98d0f0688cbc9562b197e37fd1b19a1d4fb9eb6b
e20_query_b_merged,e20_reference_b,0,True,true_source,"[[0,0],[3,2]]","[1,2]",[],0.35,0.0,1.0,0.0,"[0.0,0.0]","[0.0,0.0]",[-10.00005292892456],[0.4960000067949295],[-10.00005292892456],[0.4960000067949295],0.0,0.0,8a3c2d0b581743fb1dd3a45d8ef39611223e79b3ed9b7ad793bd6db64065d4f7
e21_query_a_merged,e21_distractor_3,0,True,maximum_candidate,"[[0,0],[1,1],[4,3],[5,4]]","[2,3]",[],0.2333333333333333,0.0,1.0,0.0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[-11.999805927276611,2.9999375343322754,5.999876976013184]","[0.16499999165534973,0.49399998784065247,0.16600000858306885]","[-11.999805927276611,2.9999375343322754,5.999876976013184]","[0.16499999165534973,0.49399998784065247,0.16600000858306885]",0.0,0.0,6e75d16117bc5ec43ec65037b4e1978102bb75266e753c884051dd35d1313605
e21_query_a_merged,e21_reference_a,0,True,true_source,"[[0,0],[1,1],[4,3],[5,4]]","[2,3]",[],0.2333333333333333,0.0,1.0,0.0,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[-11.999805927276611,2.9999375343322754,5.999876976013184]","[0.16499999165534973,0.49399998784065247,0.16600000858306885]","[-11.999805927276611,2.9999375343322754,5.999876976013184]","[0.16499999165534973,0.49399998784065247,0.16600000858306885]",0.0,0.0,453fa3d10c6ea6d41f58998db7d9f5bd6abd352f9228dccac239f10133354ef9
