query_id,group_id,length,stage,family,source,delay_s,mode,method,accepted_present,accepted_absent,correct_singleton,source_covered,absent_false_accept,joint_best,joint_account_set
e12_query_b_mask_absent,e12,4,core,mask_absent,b,16,intact,old07,[],[],false,false,false,,
e12_query_b_mask_absent,e12,4,core,mask_absent,b,16,intact,count,[],[],false,false,false,,
e12_query_b_mask_absent,e12,4,core,mask_absent,b,16,intact,envelope,[],[],false,false,false,,
e12_query_b_merged,e12,4,core,merged,b,16,intact,accounts,[],[],false,false,false,false,false
e12_query_b_merged,e12,4,core,merged,b,16,intact,old07,[],[],false,false,false,,
e12_query_b_merged,e12,4,core,merged,b,16,intact,count,[],[],false,false,false,,
e12_query_b_merged,e12,4,core,merged,b,16,intact,envelope,[],[],false,false,false,,
e12_query_b_legitimate_rest,e12,4,core,legitimate_rest,b,16,intact,accounts,"[""e12_reference_b""]",[],true,true,false,true,true
e12_query_b_legitimate_rest,e12,4,core,legitimate_rest,b,16,intact,old07,[],[],false,false,false,,
e12_query_b_legitimate_rest,e12,4,core,legitimate_rest,b,16,intact,count,[],[],false,false,false,,
e12_query_b_legitimate_rest,e12,4,core,legitimate_rest,b,16,intact,envelope,[],[],false,false,false,,
e13_query_a_exact,e13,6,core,exact,a,16,intact,accounts,"[""e13_reference_a""]",[],true,true,false,true,true
e13_query_a_exact,e13,6,core,exact,a,16,intact,old07,"[""e13_reference_a""]",[],true,true,false,,
e13_query_a_exact,e13,6,core,exact,a,16,intact,count,[],[],false,false,false,,
e13_query_a_exact,e13,6,core,exact,a,16,intact,envelope,"[""e13_reference_a"",""e13_distractor_5""]","[""e13_distractor_5""]",false,true,true,,
e13_query_a_transpose,e13,6,core,transpose,a,16,intact,accounts,"[""e13_reference_a""]",[],true,true,false,true,true
e13_query_a_transpose,e13,6,core,transpose,a,16,intact,old07,"[""e13_reference_a""]",[],true,true,false,,
e13_query_a_transpose,e13,6,core,transpose,a,16,intact,count,[],[],false,false,false,,
e13_query_a_transpose,e13,6,core,transpose,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_detune,e13,6,core,detune,a,16,intact,accounts,[],[],false,false,false,false,false
e13_query_a_detune,e13,6,core,detune,a,16,intact,old07,[],[],false,false,false,,
e13_query_a_detune,e13,6,core,detune,a,16,intact,count,[],[],false,false,false,,
e13_query_a_detune,e13,6,core,detune,a,16,intact,envelope,"[""e13_reference_a"",""e13_distractor_5""]","[""e13_distractor_5""]",false,true,true,,
e13_query_a_timing,e13,6,core,timing,a,16,intact,accounts,"[""e13_reference_a""]",[],true,true,false,true,true
e13_query_a_timing,e13,6,core,timing,a,16,intact,old07,"[""e13_reference_a""]",[],true,true,false,,
e13_query_a_timing,e13,6,core,timing,a,16,intact,count,[],[],false,false,false,,
e13_query_a_timing,e13,6,core,timing,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_delete_rest,e13,6,core,delete_rest,a,16,intact,accounts,"[""e13_reference_a""]",[],true,true,false,true,true
e13_query_a_delete_rest,e13,6,core,delete_rest,a,16,intact,old07,"[""e13_reference_a""]",[],true,true,false,,
e13_query_a_delete_rest,e13,6,core,delete_rest,a,16,intact,count,[],[],false,false,false,,
e13_query_a_delete_rest,e13,6,core,delete_rest,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_delete_closed,e13,6,core,delete_closed,a,16,intact,accounts,[],[],false,false,false,false,false
e13_query_a_delete_closed,e13,6,core,delete_closed,a,16,intact,old07,[],[],false,false,false,,
e13_query_a_delete_closed,e13,6,core,delete_closed,a,16,intact,count,[],[],false,false,false,,
e13_query_a_delete_closed,e13,6,core,delete_closed,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_delete_two,e13,6,core,delete_two,a,16,intact,accounts,[],[],false,false,false,false,false
e13_query_a_delete_two,e13,6,core,delete_two,a,16,intact,old07,[],[],false,false,false,,
e13_query_a_delete_two,e13,6,core,delete_two,a,16,intact,count,[],[],false,false,false,,
e13_query_a_delete_two,e13,6,core,delete_two,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_substitute,e13,6,core,substitute,a,16,intact,accounts,[],[],false,false,false,false,false
e13_query_a_substitute,e13,6,core,substitute,a,16,intact,old07,[],[],false,false,false,,
e13_query_a_substitute,e13,6,core,substitute,a,16,intact,count,[],[],false,false,false,,
e13_query_a_substitute,e13,6,core,substitute,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_insert,e13,6,core,insert,a,16,intact,accounts,[],[],false,false,false,false,false
e13_query_a_insert,e13,6,core,insert,a,16,intact,old07,[],[],false,false,false,,
e13_query_a_insert,e13,6,core,insert,a,16,intact,count,[],[],false,false,false,,
e13_query_a_insert,e13,6,core,insert,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_delete_insert,e13,6,core,delete_insert,a,16,intact,accounts,[],[],false,false,false,false,false
e13_query_a_delete_insert,e13,6,core,delete_insert,a,16,intact,old07,[],[],false,false,false,,
e13_query_a_delete_insert,e13,6,core,delete_insert,a,16,intact,count,[],[],false,false,false,,
e13_query_a_delete_insert,e13,6,core,delete_insert,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_weak_present,e13,6,core,weak_present,a,16,intact,accounts,"[""e13_reference_a""]",[],true,true,false,false,false
e13_query_a_weak_present,e13,6,core,weak_present,a,16,intact,old07,"[""e13_reference_a""]",[],true,true,false,,
e13_query_a_weak_present,e13,6,core,weak_present,a,16,intact,count,[],[],false,false,false,,
e13_query_a_weak_present,e13,6,core,weak_present,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_mask_present,e13,6,core,mask_present,a,16,intact,accounts,[],[],false,false,false,false,false
e13_query_a_mask_present,e13,6,core,mask_present,a,16,intact,old07,[],[],false,false,false,,
e13_query_a_mask_present,e13,6,core,mask_present,a,16,intact,count,[],[],false,false,false,,
e13_query_a_mask_present,e13,6,core,mask_present,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_mask_absent,e13,6,core,mask_absent,a,16,intact,accounts,[],[],false,false,false,false,false
e13_query_a_mask_absent,e13,6,core,mask_absent,a,16,intact,old07,[],[],false,false,false,,
e13_query_a_mask_absent,e13,6,core,mask_absent,a,16,intact,count,[],[],false,false,false,,
e13_query_a_mask_absent,e13,6,core,mask_absent,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_merged,e13,6,core,merged,a,16,intact,accounts,[],[],false,false,false,false,false
e13_query_a_merged,e13,6,core,merged,a,16,intact,old07,[],[],false,false,false,,
e13_query_a_merged,e13,6,core,merged,a,16,intact,count,[],[],false,false,false,,
e13_query_a_merged,e13,6,core,merged,a,16,intact,envelope,[],[],false,false,false,,
e13_query_a_legitimate_rest,e13,6,core,legitimate_rest,a,16,intact,accounts,"[""e13_reference_a""]",[],true,true,false,true,true
e13_query_a_legitimate_rest,e13,6,core,legitimate_rest,a,16,intact,old07,[],[],false,false,false,,
e13_query_a_legitimate_rest,e13,6,core,legitimate_rest,a,16,intact,count,[],[],false,false,false,,
e13_query_a_legitimate_rest,e13,6,core,legitimate_rest,a,16,intact,envelope,[],[],false,false,false,,
e13_query_b_exact,e13,6,core,exact,b,16,intact,accounts,"[""e13_reference_b""]",[],true,true,false,true,true
e13_query_b_exact,e13,6,core,exact,b,16,intact,old07,"[""e13_reference_b""]",[],true,true,false,,
e13_query_b_exact,e13,6,core,exact,b,16,intact,count,[],[],false,false,false,,
e13_query_b_exact,e13,6,core,exact,b,16,intact,envelope,"[""e13_reference_b"",""e13_distractor_4""]","[""e13_distractor_4""]",false,true,true,,
e13_query_b_transpose,e13,6,core,transpose,b,16,intact,accounts,"[""e13_reference_b""]",[],true,true,false,true,true
e13_query_b_transpose,e13,6,core,transpose,b,16,intact,old07,"[""e13_reference_b""]",[],true,true,false,,
e13_query_b_transpose,e13,6,core,transpose,b,16,intact,count,[],[],false,false,false,,
e13_query_b_transpose,e13,6,core,transpose,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_detune,e13,6,core,detune,b,16,intact,accounts,[],[],false,false,false,false,false
e13_query_b_detune,e13,6,core,detune,b,16,intact,old07,[],[],false,false,false,,
e13_query_b_detune,e13,6,core,detune,b,16,intact,count,[],[],false,false,false,,
e13_query_b_detune,e13,6,core,detune,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_timing,e13,6,core,timing,b,16,intact,accounts,"[""e13_reference_b""]",[],true,true,false,true,true
e13_query_b_timing,e13,6,core,timing,b,16,intact,old07,"[""e13_reference_b""]",[],true,true,false,,
e13_query_b_timing,e13,6,core,timing,b,16,intact,count,[],[],false,false,false,,
e13_query_b_timing,e13,6,core,timing,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_delete_rest,e13,6,core,delete_rest,b,16,intact,accounts,"[""e13_reference_b""]",[],true,true,false,true,true
e13_query_b_delete_rest,e13,6,core,delete_rest,b,16,intact,old07,"[""e13_reference_b""]",[],true,true,false,,
e13_query_b_delete_rest,e13,6,core,delete_rest,b,16,intact,count,[],[],false,false,false,,
e13_query_b_delete_rest,e13,6,core,delete_rest,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_delete_closed,e13,6,core,delete_closed,b,16,intact,accounts,"[""e13_reference_b""]",[],true,true,false,true,true
e13_query_b_delete_closed,e13,6,core,delete_closed,b,16,intact,old07,[],[],false,false,false,,
e13_query_b_delete_closed,e13,6,core,delete_closed,b,16,intact,count,[],[],false,false,false,,
e13_query_b_delete_closed,e13,6,core,delete_closed,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_delete_two,e13,6,core,delete_two,b,16,intact,accounts,[],[],false,false,false,false,false
e13_query_b_delete_two,e13,6,core,delete_two,b,16,intact,old07,[],[],false,false,false,,
e13_query_b_delete_two,e13,6,core,delete_two,b,16,intact,count,[],[],false,false,false,,
e13_query_b_delete_two,e13,6,core,delete_two,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_substitute,e13,6,core,substitute,b,16,intact,accounts,[],[],false,false,false,false,false
e13_query_b_substitute,e13,6,core,substitute,b,16,intact,old07,[],[],false,false,false,,
e13_query_b_substitute,e13,6,core,substitute,b,16,intact,count,[],[],false,false,false,,
e13_query_b_substitute,e13,6,core,substitute,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_insert,e13,6,core,insert,b,16,intact,accounts,[],[],false,false,false,false,false
e13_query_b_insert,e13,6,core,insert,b,16,intact,old07,[],[],false,false,false,,
e13_query_b_insert,e13,6,core,insert,b,16,intact,count,[],[],false,false,false,,
e13_query_b_insert,e13,6,core,insert,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_delete_insert,e13,6,core,delete_insert,b,16,intact,accounts,[],[],false,false,false,false,false
e13_query_b_delete_insert,e13,6,core,delete_insert,b,16,intact,old07,[],[],false,false,false,,
e13_query_b_delete_insert,e13,6,core,delete_insert,b,16,intact,count,[],[],false,false,false,,
e13_query_b_delete_insert,e13,6,core,delete_insert,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_weak_present,e13,6,core,weak_present,b,16,intact,accounts,"[""e13_reference_b""]",[],true,true,false,false,false
e13_query_b_weak_present,e13,6,core,weak_present,b,16,intact,old07,"[""e13_reference_b""]",[],true,true,false,,
e13_query_b_weak_present,e13,6,core,weak_present,b,16,intact,count,[],[],false,false,false,,
e13_query_b_weak_present,e13,6,core,weak_present,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_mask_present,e13,6,core,mask_present,b,16,intact,accounts,[],[],false,false,false,false,false
e13_query_b_mask_present,e13,6,core,mask_present,b,16,intact,old07,[],[],false,false,false,,
e13_query_b_mask_present,e13,6,core,mask_present,b,16,intact,count,[],[],false,false,false,,
e13_query_b_mask_present,e13,6,core,mask_present,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_mask_absent,e13,6,core,mask_absent,b,16,intact,accounts,[],[],false,false,false,false,false
e13_query_b_mask_absent,e13,6,core,mask_absent,b,16,intact,old07,[],[],false,false,false,,
e13_query_b_mask_absent,e13,6,core,mask_absent,b,16,intact,count,[],[],false,false,false,,
e13_query_b_mask_absent,e13,6,core,mask_absent,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_merged,e13,6,core,merged,b,16,intact,accounts,[],[],false,false,false,false,false
e13_query_b_merged,e13,6,core,merged,b,16,intact,old07,[],[],false,false,false,,
e13_query_b_merged,e13,6,core,merged,b,16,intact,count,[],[],false,false,false,,
e13_query_b_merged,e13,6,core,merged,b,16,intact,envelope,[],[],false,false,false,,
e13_query_b_legitimate_rest,e13,6,core,legitimate_rest,b,16,intact,accounts,"[""e13_reference_b""]",[],true,true,false,true,true
e13_query_b_legitimate_rest,e13,6,core,legitimate_rest,b,16,intact,old07,[],[],false,false,false,,
e13_query_b_legitimate_rest,e13,6,core,legitimate_rest,b,16,intact,count,[],[],false,false,false,,
e13_query_b_legitimate_rest,e13,6,core,legitimate_rest,b,16,intact,envelope,[],[],false,false,false,,
e14_query_a_exact,e14,8,core,exact,a,16,intact,accounts,"[""e14_reference_a""]",[],true,true,false,true,true
e14_query_a_exact,e14,8,core,exact,a,16,intact,old07,"[""e14_reference_a""]",[],true,true,false,,
e14_query_a_exact,e14,8,core,exact,a,16,intact,count,[],[],false,false,false,,
e14_query_a_exact,e14,8,core,exact,a,16,intact,envelope,"[""e14_reference_a""]",[],true,true,false,,
e14_query_a_transpose,e14,8,core,transpose,a,16,intact,accounts,"[""e14_reference_a""]",[],true,true,false,true,true
e14_query_a_transpose,e14,8,core,transpose,a,16,intact,old07,"[""e14_reference_a""]",[],true,true,false,,
e14_query_a_transpose,e14,8,core,transpose,a,16,intact,count,[],[],false,false,false,,
e14_query_a_transpose,e14,8,core,transpose,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_detune,e14,8,core,detune,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_detune,e14,8,core,detune,a,16,intact,old07,[],[],false,false,false,,
e14_query_a_detune,e14,8,core,detune,a,16,intact,count,[],[],false,false,false,,
e14_query_a_detune,e14,8,core,detune,a,16,intact,envelope,"[""e14_reference_a""]",[],true,true,false,,
e14_query_a_timing,e14,8,core,timing,a,16,intact,accounts,"[""e14_reference_a""]",[],true,true,false,true,true
e14_query_a_timing,e14,8,core,timing,a,16,intact,old07,"[""e14_reference_a""]",[],true,true,false,,
e14_query_a_timing,e14,8,core,timing,a,16,intact,count,[],[],false,false,false,,
e14_query_a_timing,e14,8,core,timing,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_delete_rest,e14,8,core,delete_rest,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_delete_rest,e14,8,core,delete_rest,a,16,intact,old07,"[""e14_reference_a""]",[],true,true,false,,
e14_query_a_delete_rest,e14,8,core,delete_rest,a,16,intact,count,[],[],false,false,false,,
e14_query_a_delete_rest,e14,8,core,delete_rest,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_delete_closed,e14,8,core,delete_closed,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_delete_closed,e14,8,core,delete_closed,a,16,intact,old07,[],[],false,false,false,,
e14_query_a_delete_closed,e14,8,core,delete_closed,a,16,intact,count,[],[],false,false,false,,
e14_query_a_delete_closed,e14,8,core,delete_closed,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_delete_two,e14,8,core,delete_two,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_delete_two,e14,8,core,delete_two,a,16,intact,old07,[],[],false,false,false,,
e14_query_a_delete_two,e14,8,core,delete_two,a,16,intact,count,[],[],false,false,false,,
e14_query_a_delete_two,e14,8,core,delete_two,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_substitute,e14,8,core,substitute,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_substitute,e14,8,core,substitute,a,16,intact,old07,[],[],false,false,false,,
e14_query_a_substitute,e14,8,core,substitute,a,16,intact,count,[],[],false,false,false,,
e14_query_a_substitute,e14,8,core,substitute,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_insert,e14,8,core,insert,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_insert,e14,8,core,insert,a,16,intact,old07,[],[],false,false,false,,
e14_query_a_insert,e14,8,core,insert,a,16,intact,count,[],[],false,false,false,,
e14_query_a_insert,e14,8,core,insert,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_delete_insert,e14,8,core,delete_insert,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_delete_insert,e14,8,core,delete_insert,a,16,intact,old07,[],[],false,false,false,,
e14_query_a_delete_insert,e14,8,core,delete_insert,a,16,intact,count,[],[],false,false,false,,
e14_query_a_delete_insert,e14,8,core,delete_insert,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_weak_present,e14,8,core,weak_present,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_weak_present,e14,8,core,weak_present,a,16,intact,old07,"[""e14_reference_a""]",[],true,true,false,,
e14_query_a_weak_present,e14,8,core,weak_present,a,16,intact,count,[],[],false,false,false,,
e14_query_a_weak_present,e14,8,core,weak_present,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_mask_present,e14,8,core,mask_present,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_mask_present,e14,8,core,mask_present,a,16,intact,old07,[],[],false,false,false,,
e14_query_a_mask_present,e14,8,core,mask_present,a,16,intact,count,[],[],false,false,false,,
e14_query_a_mask_present,e14,8,core,mask_present,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_mask_absent,e14,8,core,mask_absent,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_mask_absent,e14,8,core,mask_absent,a,16,intact,old07,[],[],false,false,false,,
e14_query_a_mask_absent,e14,8,core,mask_absent,a,16,intact,count,[],[],false,false,false,,
e14_query_a_mask_absent,e14,8,core,mask_absent,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_merged,e14,8,core,merged,a,16,intact,accounts,[],[],false,false,false,false,false
e14_query_a_merged,e14,8,core,merged,a,16,intact,old07,[],[],false,false,false,,
e14_query_a_merged,e14,8,core,merged,a,16,intact,count,[],[],false,false,false,,
e14_query_a_merged,e14,8,core,merged,a,16,intact,envelope,[],[],false,false,false,,
e14_query_a_legitimate_rest,e14,8,core,legitimate_rest,a,16,intact,accounts,"[""e14_reference_a""]",[],true,true,false,true,true
e14_query_a_legitimate_rest,e14,8,core,legitimate_rest,a,16,intact,old07,[],[],false,false,false,,
e14_query_a_legitimate_rest,e14,8,core,legitimate_rest,a,16,intact,count,[],[],false,false,false,,
e14_query_a_legitimate_rest,e14,8,core,legitimate_rest,a,16,intact,envelope,[],[],false,false,false,,
e14_query_b_exact,e14,8,core,exact,b,16,intact,accounts,"[""e14_reference_b""]",[],true,true,false,true,true
e14_query_b_exact,e14,8,core,exact,b,16,intact,old07,"[""e14_reference_b""]",[],true,true,false,,
e14_query_b_exact,e14,8,core,exact,b,16,intact,count,[],[],false,false,false,,
e14_query_b_exact,e14,8,core,exact,b,16,intact,envelope,"[""e14_reference_b""]",[],true,true,false,,
e14_query_b_transpose,e14,8,core,transpose,b,16,intact,accounts,"[""e14_reference_b""]",[],true,true,false,true,true
e14_query_b_transpose,e14,8,core,transpose,b,16,intact,old07,"[""e14_reference_b""]",[],true,true,false,,
e14_query_b_transpose,e14,8,core,transpose,b,16,intact,count,[],[],false,false,false,,
e14_query_b_transpose,e14,8,core,transpose,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_detune,e14,8,core,detune,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_detune,e14,8,core,detune,b,16,intact,old07,[],[],false,false,false,,
e14_query_b_detune,e14,8,core,detune,b,16,intact,count,[],[],false,false,false,,
e14_query_b_detune,e14,8,core,detune,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_timing,e14,8,core,timing,b,16,intact,accounts,"[""e14_reference_b""]",[],true,true,false,true,true
e14_query_b_timing,e14,8,core,timing,b,16,intact,old07,"[""e14_reference_b""]",[],true,true,false,,
e14_query_b_timing,e14,8,core,timing,b,16,intact,count,[],[],false,false,false,,
e14_query_b_timing,e14,8,core,timing,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_delete_rest,e14,8,core,delete_rest,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_delete_rest,e14,8,core,delete_rest,b,16,intact,old07,"[""e14_reference_b""]",[],true,true,false,,
e14_query_b_delete_rest,e14,8,core,delete_rest,b,16,intact,count,[],[],false,false,false,,
e14_query_b_delete_rest,e14,8,core,delete_rest,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_delete_closed,e14,8,core,delete_closed,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_delete_closed,e14,8,core,delete_closed,b,16,intact,old07,[],[],false,false,false,,
e14_query_b_delete_closed,e14,8,core,delete_closed,b,16,intact,count,[],[],false,false,false,,
e14_query_b_delete_closed,e14,8,core,delete_closed,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_delete_two,e14,8,core,delete_two,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_delete_two,e14,8,core,delete_two,b,16,intact,old07,[],[],false,false,false,,
e14_query_b_delete_two,e14,8,core,delete_two,b,16,intact,count,[],[],false,false,false,,
e14_query_b_delete_two,e14,8,core,delete_two,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_substitute,e14,8,core,substitute,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_substitute,e14,8,core,substitute,b,16,intact,old07,[],[],false,false,false,,
e14_query_b_substitute,e14,8,core,substitute,b,16,intact,count,[],[],false,false,false,,
e14_query_b_substitute,e14,8,core,substitute,b,16,intact,envelope,"[""e14_reference_b""]",[],true,true,false,,
e14_query_b_insert,e14,8,core,insert,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_insert,e14,8,core,insert,b,16,intact,old07,[],[],false,false,false,,
e14_query_b_insert,e14,8,core,insert,b,16,intact,count,[],[],false,false,false,,
e14_query_b_insert,e14,8,core,insert,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_delete_insert,e14,8,core,delete_insert,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_delete_insert,e14,8,core,delete_insert,b,16,intact,old07,[],[],false,false,false,,
e14_query_b_delete_insert,e14,8,core,delete_insert,b,16,intact,count,[],[],false,false,false,,
e14_query_b_delete_insert,e14,8,core,delete_insert,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_weak_present,e14,8,core,weak_present,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_weak_present,e14,8,core,weak_present,b,16,intact,old07,"[""e14_reference_b""]",[],true,true,false,,
e14_query_b_weak_present,e14,8,core,weak_present,b,16,intact,count,[],[],false,false,false,,
e14_query_b_weak_present,e14,8,core,weak_present,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_mask_present,e14,8,core,mask_present,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_mask_present,e14,8,core,mask_present,b,16,intact,old07,[],[],false,false,false,,
e14_query_b_mask_present,e14,8,core,mask_present,b,16,intact,count,[],[],false,false,false,,
e14_query_b_mask_present,e14,8,core,mask_present,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_mask_absent,e14,8,core,mask_absent,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_mask_absent,e14,8,core,mask_absent,b,16,intact,old07,[],[],false,false,false,,
e14_query_b_mask_absent,e14,8,core,mask_absent,b,16,intact,count,[],[],false,false,false,,
e14_query_b_mask_absent,e14,8,core,mask_absent,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_merged,e14,8,core,merged,b,16,intact,accounts,[],[],false,false,false,false,false
e14_query_b_merged,e14,8,core,merged,b,16,intact,old07,[],[],false,false,false,,
e14_query_b_merged,e14,8,core,merged,b,16,intact,count,[],[],false,false,false,,
e14_query_b_merged,e14,8,core,merged,b,16,intact,envelope,[],[],false,false,false,,
e14_query_b_legitimate_rest,e14,8,core,legitimate_rest,b,16,intact,accounts,"[""e14_reference_b""]",[],true,true,false,true,true
e14_query_b_legitimate_rest,e14,8,core,legitimate_rest,b,16,intact,old07,[],[],false,false,false,,
e14_query_b_legitimate_rest,e14,8,core,legitimate_rest,b,16,intact,count,[],[],false,false,false,,
e14_query_b_legitimate_rest,e14,8,core,legitimate_rest,b,16,intact,envelope,[],[],false,false,false,,
e15_query_a_exact,e15,10,core,exact,a,16,intact,accounts,"[""e15_reference_a""]",[],true,true,false,true,true
e15_query_a_exact,e15,10,core,exact,a,16,intact,old07,"[""e15_reference_a""]",[],true,true,false,,
e15_query_a_exact,e15,10,core,exact,a,16,intact,count,[],[],false,false,false,,
e15_query_a_exact,e15,10,core,exact,a,16,intact,envelope,"[""e15_reference_a"",""e15_distractor_0""]","[""e15_distractor_0""]",false,true,true,,
e15_query_a_transpose,e15,10,core,transpose,a,16,intact,accounts,"[""e15_reference_a""]",[],true,true,false,true,true
e15_query_a_transpose,e15,10,core,transpose,a,16,intact,old07,"[""e15_reference_a""]",[],true,true,false,,
e15_query_a_transpose,e15,10,core,transpose,a,16,intact,count,[],[],false,false,false,,
e15_query_a_transpose,e15,10,core,transpose,a,16,intact,envelope,[],[],false,false,false,,
e15_query_a_detune,e15,10,core,detune,a,16,intact,accounts,[],[],false,false,false,false,false
e15_query_a_detune,e15,10,core,detune,a,16,intact,old07,[],[],false,false,false,,
e15_query_a_detune,e15,10,core,detune,a,16,intact,count,[],[],false,false,false,,
e15_query_a_detune,e15,10,core,detune,a,16,intact,envelope,"[""e15_reference_a"",""e15_distractor_0""]","[""e15_distractor_0""]",false,true,true,,
e15_query_a_timing,e15,10,core,timing,a,16,intact,accounts,"[""e15_reference_a""]",[],true,true,false,true,true
e15_query_a_timing,e15,10,core,timing,a,16,intact,old07,"[""e15_reference_a""]",[],true,true,false,,
e15_query_a_timing,e15,10,core,timing,a,16,intact,count,[],[],false,false,false,,
e15_query_a_timing,e15,10,core,timing,a,16,intact,envelope,[],[],false,false,false,,
e15_query_a_delete_rest,e15,10,core,delete_rest,a,16,intact,accounts,[],[],false,false,false,false,false
e15_query_a_delete_rest,e15,10,core,delete_rest,a,16,intact,old07,"[""e15_reference_a""]",[],true,true,false,,
e15_query_a_delete_rest,e15,10,core,delete_rest,a,16,intact,count,[],[],false,false,false,,
e15_query_a_delete_rest,e15,10,core,delete_rest,a,16,intact,envelope,[],[],false,false,false,,
e15_query_a_delete_closed,e15,10,core,delete_closed,a,16,intact,accounts,[],[],false,false,false,false,false
e15_query_a_delete_closed,e15,10,core,delete_closed,a,16,intact,old07,[],[],false,false,false,,
e15_query_a_delete_closed,e15,10,core,delete_closed,a,16,intact,count,[],[],false,false,false,,
e15_query_a_delete_closed,e15,10,core,delete_closed,a,16,intact,envelope,[],[],false,false,false,,
e15_query_a_delete_two,e15,10,core,delete_two,a,16,intact,accounts,[],[],false,false,false,false,false
e15_query_a_delete_two,e15,10,core,delete_two,a,16,intact,old07,[],[],false,false,false,,
e15_query_a_delete_two,e15,10,core,delete_two,a,16,intact,count,[],[],false,false,false,,
e15_query_a_delete_two,e15,10,core,delete_two,a,16,intact,envelope,[],[],false,false,false,,
e15_query_a_substitute,e15,10,core,substitute,a,16,intact,accounts,[],[],false,false,false,false,false
e15_query_a_substitute,e15,10,core,substitute,a,16,intact,old07,[],[],false,false,false,,
e15_query_a_substitute,e15,10,core,substitute,a,16,intact,count,[],[],false,false,false,,
e15_query_a_substitute,e15,10,core,substitute,a,16,intact,envelope,"[""e15_reference_a"",""e15_distractor_0""]","[""e15_distractor_0""]",false,true,true,,
e15_query_a_insert,e15,10,core,insert,a,16,intact,accounts,[],[],false,false,false,false,false
e15_query_a_insert,e15,10,core,insert,a,16,intact,old07,[],[],false,false,false,,
